W,L,S
0.6,0.2,0.2
0.6,0.2,0.2
0.48136142625607775,0.15559157212317667,0.36304700162074555
0.48136142625607775,0.15559157212317667,0.36304700162074555
0.48136142625607775,0.15559157212317667,0.36304700162074555
0.48136142625607775,0.15559157212317667,0.36304700162074555
0.48136142625607775,0.15559157212317667,0.36304700162074555
0.3311335097696942,0.10378962779435777,0.5650768624359479
0.3311335097696942,0.10378962779435777,0.5650768624359479
0.3311335097696942,0.10378962779435777,0.5650768624359479
0.3311335097696942,0.10378962779435777,0.5650768624359479
0.3311335097696942,0.10378962779435777,0.5650768624359479
0.3311335097696942,0.10378962779435777,0.5650768624359479
0.3311335097696942,0.10378962779435777,0.5650768624359479
0.19360731389312325,0.05884487168888019,0.7475478144179964
0.19360731389312325,0.05884487168888019,0.7475478144179964
0.19360731389312325,0.05884487168888019,0.7475478144179964
0.19360731389312325,0.05884487168888019,0.7475478144179964
0.19360731389312325,0.05884487168888019,0.7475478144179964
0.19360731389312325,0.05884487168888019,0.7475478144179964
0.19360731389312325,0.05884487168888019,0.7475478144179964
0.19360731389312325,0.05884487168888019,0.7475478144179964
0.19360731389312325,0.05884487168888019,0.7475478144179964
0.19360731389312325,0.05884487168888019,0.7475478144179964
0.29226289279635226,0.10956627632252838,0.5981708308811192
0.29226289279635226,0.10956627632252838,0.5981708308811192
0.29226289279635226,0.10956627632252838,0.5981708308811192
0.29226289279635226,0.10956627632252838,0.5981708308811192
0.16682186041051236,0.06064461204812791,0.7725335275413597
0.0845273931560403,0.029797016117516967,0.8856755907264428
0.0845273931560403,0.029797016117516967,0.8856755907264428
0.0845273931560403,0.029797016117516967,0.8856755907264428
0.0845273931560403,0.029797016117516967,0.8856755907264428
0.143084554750459,0.062213469237317146,0.7947019760122239
0.143084554750459,0.062213469237317146,0.7947019760122239
0.07148772047653817,0.030141103673093677,0.8983711758503681
0.07148772047653817,0.030141103673093677,0.8983711758503681
0.07148772047653817,0.030141103673093677,0.8983711758503681
0.07148772047653817,0.030141103673093677,0.8983711758503681
0.07148772047653817,0.030141103673093677,0.8983711758503681
0.033508921192853904,0.013700114169754687,0.9527909646373913
0.015213322572658035,0.006031479450908795,0.9787551979764332
0.015213322572658035,0.006031479450908795,0.9787551979764332
0.015213322572658035,0.006031479450908795,0.9787551979764332
0.015213322572658035,0.006031479450908795,0.9787551979764332
0.006804970302072505,0.002616146447118593,0.990578883250809
0.006804970302072505,0.002616146447118593,0.990578883250809
0.0030235555752532216,0.0011271710119158242,0.9958492734128309
0.0030235555752532216,0.0011271710119158242,0.9958492734128309
0.0030235555752532216,0.0011271710119158242,0.9958492734128309
0.0030235555752532216,0.0011271710119158242,0.9958492734128309
