W,L,S
0.6,0.2,0.2
0.4506410924632544,0.24809757114562703,0.3012613363911185
0.3282492865179699,0.17523931656052957,0.4965113969215004
0.20344442732833448,0.1793851691807504,0.617170403490915
0.2721007075538649,0.12227901877806424,0.6056202736680709
0.3470473427517679,0.19742674470045532,0.4555259125477768
0.4438615316708334,0.12869044613037592,0.4274480221987906
0.28900859252764227,0.08125415764799215,0.6297372498243656
0.36470199074864623,0.05225820751947826,0.5830398017318754
0.4452443301711384,0.03251593979588542,0.5222397300329761
0.5827432243332102,0.046205183341574856,0.37105159232521495
0.415289910189592,0.05438483574509553,0.5303252540653124
0.4990859128036892,0.033310664086726886,0.4676034231095839
0.5809146516559787,0.019760678270870403,0.3993246700731509
0.38634945143569643,0.01274400271959384,0.6009065458447097
0.23958957806862752,0.013052883278505486,0.747357538652867
0.3015338539944441,0.008372519123118087,0.6900936268824378
0.37129478017327955,0.005254367575806003,0.6234508522509145
0.4465945716600787,0.003221043463690894,0.5501843848762304
0.5242336134270689,0.0019270347532853547,0.47383935181964576
0.3547570568361097,0.002153816513424933,0.6430891266504654
0.48152740256060295,0.003700783278888167,0.514771814160509
0.6294533841689832,0.005252327179258697,0.3652942886517581
0.6992820514591352,0.0029738709443412727,0.29774407759652355
0.8123858776406537,0.0042613623498529,0.1833527600094934
0.8773927807237023,0.00582606255257283,0.1167811567237248
0.7825298677445666,0.008582127958870355,0.20888800429656293
0.8323347162922919,0.004652363178376616,0.16301292052933145
0.6903426775991308,0.003741763736625196,0.30591555866424397
0.498031128805005,0.002617605328666011,0.4993512658663291
0.575270864734234,0.0015409962947313409,0.42318813897103463
0.4032625610341365,0.0017841447871438279,0.5949532941787198
0.5331458298629518,0.0029859545661229795,0.4638682155709253
0.681151924684844,0.004705410634879056,0.314142664680277
0.5164338578201805,0.005892250813935022,0.4776738913658845
0.32217814249898585,0.003564500086331806,0.6742573574146823
0.19173579812700656,0.0035036340481256704,0.8047605678248678
0.24457198831754065,0.0022777380908423055,0.753150273591617
0.13905492022462668,0.0021389291874153037,0.8588061505879581
0.21451584894994688,0.004176999450875361,0.7813071515991777
0.10799377499440532,0.002039105963053111,0.8899671190425417
0.05085328810119137,0.0009310996205295622,0.9482156122782791
0.06807465960212793,0.000635249200011246,0.9312900911978609
0.11013730345222979,0.00130103228841099,0.8885616642593592
0.058140122140808916,0.001134338184315281,0.9407255396748758
0.026575299532555746,0.0005027832703082853,0.9729219171971359
0.03588091775373571,0.0003459774001672189,0.963773104846097
0.016185360840179405,0.0001513361260678509,0.9836633030337527
0.027135099703540125,0.00032117862562060543,0.9725437216708394
0.04514387533259747,0.0006764084724811403,0.9541797161949214
0.06055038386876964,0.0004623902196374653,0.9389872259115929
