W,L,S
0.2,0.2,0.6
0.2,0.2,0.6
0.11418685121107268,0.11072664359861593,0.7750865051903114
0.11418685121107268,0.11072664359861593,0.7750865051903114
0.11418685121107268,0.11072664359861593,0.7750865051903114
0.11418685121107268,0.11072664359861593,0.7750865051903114
0.11418685121107268,0.11072664359861593,0.7750865051903114
0.0578076616827391,0.054357250287534284,0.8878350880297267
0.0578076616827391,0.054357250287534284,0.8878350880297267
0.0578076616827391,0.054357250287534284,0.8878350880297267
0.0578076616827391,0.054357250287534284,0.8878350880297267
0.0578076616827391,0.054357250287534284,0.8878350880297267
0.0578076616827391,0.054357250287534284,0.8878350880297267
0.0578076616827391,0.054357250287534284,0.8878350880297267
0.027276041555540507,0.024870783028409473,0.94785317541605
0.027276041555540507,0.024870783028409473,0.94785317541605
0.027276041555540507,0.024870783028409473,0.94785317541605
0.027276041555540507,0.024870783028409473,0.94785317541605
0.027276041555540507,0.024870783028409473,0.94785317541605
0.027276041555540507,0.024870783028409473,0.94785317541605
0.027276041555540507,0.024870783028409473,0.94785317541605
0.027276041555540507,0.024870783028409473,0.94785317541605
0.027276041555540507,0.024870783028409473,0.94785317541605
0.027276041555540507,0.024870783028409473,0.94785317541605
0.04867398313771881,0.054742088896328894,0.8965839279659523
0.04867398313771881,0.054742088896328894,0.8965839279659523
0.04867398313771881,0.054742088896328894,0.8965839279659523
0.04867398313771881,0.054742088896328894,0.8965839279659523
0.022847435178071234,0.024917127274434247,0.9522354375474945
0.010377827629812014,0.010974961569421977,0.978647210800766
0.010377827629812014,0.010974961569421977,0.978647210800766
0.010377827629812014,0.010974961569421977,0.978647210800766
0.010377827629812014,0.010974961569421977,0.978647210800766
0.019123728585486506,0.024945113792279882,0.9559311576222336
0.019123728585486506,0.024945113792279882,0.9559311576222336
0.008668065898934449,0.010964053875129649,0.9803678802259359
0.008668065898934449,0.010964053875129649,0.9803678802259359
0.008668065898934449,0.010964053875129649,0.9803678802259359
0.008668065898934449,0.010964053875129649,0.9803678802259359
0.008668065898934449,0.010964053875129649,0.9803678802259359
0.0038739855639649975,0.00475163412867083,0.9913743803073642
0.0017205544787632296,0.0020463949804391183,0.9962330505407977
0.0017205544787632296,0.0020463949804391183,0.9962330505407977
0.0017205544787632296,0.0020463949804391183,0.9962330505407977
0.0017205544787632296,0.0020463949804391183,0.9962330505407977
0.0007620464086149485,0.0008788980330290232,0.998359055558356
0.0007620464086149485,0.0008788980330290232,0.998359055558356
0.000337109958248857,0.000377020263040254,0.9992858697787108
0.000337109958248857,0.000377020263040254,0.9992858697787108
0.000337109958248857,0.000377020263040254,0.9992858697787108
0.000337109958248857,0.000377020263040254,0.9992858697787108
